# DM      Sigma      Time (s)     Sample    Downfact    Width_int    With_obs    Spec_ind    Scat_tau_ref
 1019.198    7.80    1309.08094    15979992    8    0.000700    0.000705    1.918900    0.000000
 1474.822    10.26    1314.53272    16046542    2    0.000200    0.000216    1.732700    0.000000
 1188.653    10.13    1319.29530    16104679    6    0.000500    0.000507    1.762400    0.000000
 839.928    6.25    1322.88651    16148517    18    0.001500    0.001502    -3.101700    0.000000
 1637.139    10.80    1328.29815    16214577    4    0.000400    0.000408    0.063500    0.000000
 1246.529    5.63    1334.55127    16290909    13    0.001100    0.001103    -3.222200    0.000000
 352.706    4.43    1336.32090    16312511    39    0.003200    0.003201    -2.453500    0.000000
 1551.433    3.17    1340.96323    16369180    86    0.007100    0.007100    0.785200    0.000000
 1294.177    8.08    1345.54845    16425152    11    0.000900    0.000904    -0.760700    0.000000
 522.786    3.62    1348.00515    16455141    69    0.005700    0.005701    1.392800    0.000000
 1694.790    4.38    1352.74177    16512961    32    0.002700    0.002701    -3.168200    0.000000
 1387.712    5.83    1359.19444    16591729    12    0.001000    0.001003    -0.834300    0.000000
 395.012    8.21    1361.90747    16624847    9    0.000800    0.000804    -1.225200    0.000000
 1005.235    4.50    1363.93294    16649572    24    0.002000    0.002002    2.374700    0.000000
 1125.620    2.57    1369.05220    16712063    106    0.008700    0.008700    3.174300    0.000000
 1438.547    5.94    1374.84698    16782800    13    0.001100    0.001103    0.559600    0.000000
 1962.381    4.82    1387.81549    16941107    18    0.001500    0.001502    -3.932300    0.000000
 1224.367    4.30    1390.88191    16978539    15    0.001300    0.001303    2.391600    0.000000
 473.438    6.11    1394.93663    17028035    18    0.001500    0.001502    -3.840600    0.000000
 924.307    12.03    1397.92433    17064506    2    0.000200    0.000216    -2.184800    0.000000
 1904.834    6.31    1402.18122    17116470    7    0.000600    0.000606    -1.478300    0.000000
 96.346    21.36    1404.22463    17141414    1    0.000100    0.000129    -1.297100    0.000000
 759.413    8.98    1407.28672    17178793    7    0.000600    0.000606    1.722800    0.000000
 458.603    3.93    1408.25928    17190665    40    0.003300    0.003301    3.287700    0.000000
 381.239    4.48    1409.45670    17205282    35    0.002900    0.002901    2.576200    0.000000
 1115.002    4.64    1413.41802    17253638    19    0.001600    0.001602    -2.862000    0.000000
 1232.399    11.75    1418.36722    17314053    3    0.000300    0.000311    3.728400    0.000000
 1505.225    7.20    1424.33198    17386865    15    0.001300    0.001303    0.300000    0.000000
 1221.366    8.28    1429.35630    17448197    8    0.000700    0.000705    2.561000    0.000000
 1404.389    4.64    1435.26863    17520369    14    0.001200    0.001203    -2.712000    0.000000
 1051.893    9.97    1441.23625    17593216    8    0.000700    0.000705    -0.427600    0.000000
 866.833    3.21    1444.70475    17635556    25    0.002100    0.002102    3.460300    0.000000
 522.739    9.80    1446.39263    17656160    8    0.000700    0.000705    -2.507400    0.000000
 781.593    5.59    1449.88611    17698805    11    0.000900    0.000904    -1.819700    0.000000
 1974.829    9.10    1458.44945    17803338    4    0.000400    0.000408    3.992100    0.000000
 968.126    2.63    1464.06851    17871930    164    0.013500    0.013500    1.411000    0.000000
 1041.470    10.90    1468.96536    17931706    7    0.000600    0.000606    -0.241800    0.000000
 1795.332    10.09    1472.90636    17979814    6    0.000500    0.000507    2.158100    0.000000
 1765.416    4.09    1479.82041    18064214    42    0.003500    0.003501    0.099000    0.000000
 186.917    2.85    1483.73922    18112051    34    0.002800    0.002801    -1.480100    0.000000
 898.666    3.99    1484.71439    18123955    39    0.003200    0.003201    -1.325600    0.000000
 121.490    5.02    1487.39252    18156647    15    0.001300    0.001303    1.366700    0.000000
 998.708    6.24    1490.77811    18197975    12    0.001000    0.001003    -3.612200    0.000000
 1276.694    10.76    1495.62278    18257114    3    0.000300    0.000311    -1.082100    0.000000
 728.261    5.99    1499.32188    18302269    23    0.001900    0.001902    -1.822500    0.000000
 390.422    12.45    1501.79963    18332515    3    0.000300    0.000311    -3.748800    0.000000
 259.949    7.30    1502.74433    18344047    8    0.000700    0.000705    -0.548800    0.000000
 1358.655    6.16    1504.95445    18371026    20    0.001700    0.001702    -3.141300    0.000000
 649.036    8.41    1510.47709    18438441    8    0.000700    0.000705    -1.459000    0.000000
 213.293    6.05    1511.88128    18455582    14    0.001200    0.001203    2.949800    0.000000
 1064.664    12.75    1514.96458    18493220    2    0.000200    0.000216    -0.471400    0.000000
 142.608    4.85    1518.24105    18533216    31    0.002600    0.002601    -3.641800    0.000000
 816.793    7.99    1519.51393    18548754    9    0.000800    0.000804    -3.729300    0.000000
 647.864    6.43    1522.06852    18579938    13    0.001100    0.001103    -3.834500    0.000000
 712.468    16.90    1525.95628    18627396    1    0.000100    0.000129    -2.302700    0.000000
 1998.628    6.59    1534.95568    18737252    14    0.001200    0.001203    -3.329100    0.000000
 771.074    8.77    1538.31080    18778208    9    0.000800    0.000804    -3.310400    0.000000
 1759.095    10.43    1544.41163    18852681    4    0.000400    0.000408    2.172400    0.000000
 30.843    14.41    1545.98801    18871924    2    0.000200    0.000216    1.085900    0.000000
 1602.879    5.78    1550.77509    18930360    11    0.000900    0.000904    -2.932000    0.000000
 757.485    5.19    1553.80294    18967321    25    0.002100    0.002102    3.912300    0.000000
 1716.550    2.73    1556.08646    18995196    126    0.010400    0.010400    -1.599200    0.000000
 138.761    5.41    1561.23062    19057991    24    0.002000    0.002002    -3.771300    0.000000
 1825.212    5.95    1564.44787    19097264    21    0.001800    0.001802    2.593000    0.000000
 298.750    11.46    1567.34570    19132638    3    0.000300    0.000311    2.913300    0.000000
 471.539    6.24    1568.61940    19148186    13    0.001100    0.001103    -0.193800    0.000000
 849.502    8.94    1571.19594    19179638    6    0.000500    0.000507    0.782600    0.000000
 1213.452    8.20    1573.82779    19211765    8    0.000700    0.000705    -1.877000    0.000000
 629.690    12.85    1578.78378    19272263    3    0.000300    0.000311    2.743000    0.000000
 1958.524    7.75    1582.98538    19323552    8    0.000700    0.000705    3.639700    0.000000
 1469.224    14.78    1593.98273    19457797    1    0.000100    0.000129    -3.752200    0.000000
 1538.231    10.10    1599.49799    19525122    2    0.000200    0.000216    -2.997800    0.000000
 1106.682    10.31    1603.95280    19579502    6    0.000500    0.000507    -1.374500    0.000000
 202.204    4.95    1607.23329    19619547    26    0.002200    0.002202    0.104600    0.000000
 1339.820    4.17    1611.46208    19671168    24    0.002000    0.002002    3.221400    0.000000
 481.439    6.75    1613.62510    19697572    8    0.000700    0.000705    -2.909500    0.000000
 1009.710    7.41    1617.96006    19750489    14    0.001200    0.001203    -2.226500    0.000000
 1397.229    10.67    1623.01641    19812212    4    0.000400    0.000408    0.197200    0.000000
 1198.318    5.29    1628.05776    19873752    34    0.002800    0.002801    0.699900    0.000000
 503.559    6.47    1631.80519    19919497    11    0.000900    0.000904    2.169100    0.000000
 1708.789    5.40    1637.30768    19986666    14    0.001200    0.001203    3.266700    0.000000
 663.400    3.68    1639.71940    20016106    59    0.004900    0.004901    0.428800    0.000000
 1242.456    10.48    1644.16348    20070355    4    0.000400    0.000408    2.429000    0.000000
 1547.895    5.63    1648.71733    20125944    25    0.002100    0.002102    -0.456800    0.000000
 1224.449    6.52    1656.10537    20216130    15    0.001300    0.001303    3.206900    0.000000
 615.209    11.49    1658.94144    20250750    4    0.000400    0.000408    -2.604100    0.000000
 1419.376    8.03    1663.32817    20304299    7    0.000600    0.000606    -2.304300    0.000000
 528.238    4.02    1668.03735    20361784    25    0.002100    0.002102    2.087100    0.000000
 915.504    5.40    1669.48700    20379480    19    0.001600    0.001602    -1.421300    0.000000
 750.098    5.49    1672.80968    20420040    12    0.001000    0.001003    -0.811400    0.000000
 577.784    4.61    1674.99096    20446667    32    0.002700    0.002701    2.990200    0.000000
 1481.156    6.33    1680.22647    20510577    17    0.001400    0.001402    -1.213400    0.000000
 316.951    10.78    1682.46936    20537956    4    0.000400    0.000408    -1.633100    0.000000
 264.636    5.76    1684.00773    20556735    32    0.002700    0.002701    2.761000    0.000000
 549.644    5.02    1685.66415    20576955    13    0.001100    0.001103    -3.747400    0.000000
 1479.265    7.79    1690.29919    20633535    11    0.000900    0.000904    -3.302600    0.000000
 475.173    9.13    1693.54142    20673113    7    0.000600    0.000606    -3.934400    0.000000
 1615.914    9.86    1697.29901    20718982    2    0.000200    0.000216    -2.873700    0.000000
 650.987    2.64    1699.96050    20751471    29    0.002400    0.002401    2.521500    0.000000
 685.009    9.70    1703.02202    20788843    6    0.000500    0.000507    3.314700    0.000000
 1626.305    6.32    1707.66582    20845530    15    0.001300    0.001303    -0.922700    0.000000
 711.055    6.45    1712.07983    20899412    11    0.000900    0.000904    -1.503900    0.000000
 1288.777    10.60    1715.39661    20939900    3    0.000300    0.000311    1.689200    0.000000
 1048.874    7.27    1720.25741    20999236    17    0.001400    0.001402    0.708400    0.000000
 1815.328    2.45    1726.01426    21069510    104    0.008600    0.008600    0.989600    0.000000
 144.550    7.91    1729.20807    21108497    28    0.002300    0.002301    2.381900    0.000000
 762.207    8.70    1731.38592    21135082    12    0.001000    0.001003    -2.605500    0.000000
 1004.137    3.76    1734.53763    21173555    26    0.002200    0.002202    0.513900    0.000000
 696.428    15.65    1739.30193    21231713    1    0.000100    0.000129    2.317300    0.000000
 68.798    4.94    1741.40129    21257340    19    0.001600    0.001602    -2.236800    0.000000
 1537.104    3.38    1743.67826    21285135    37    0.003100    0.003101    3.728100    0.000000
 636.739    6.67    1747.14438    21327446    15    0.001300    0.001303    2.666100    0.000000
 382.464    6.78    1749.77376    21359543    20    0.001700    0.001702    -0.196700    0.000000
 371.662    3.91    1751.11791    21375951    13    0.001100    0.001103    -2.014700    0.000000
 1893.745    7.35    1754.56854    21418073    13    0.001100    0.001103    0.342100    0.000000
 442.565    6.24    1758.54256    21466584    21    0.001800    0.001802    -1.986700    0.000000
 355.358    8.83    1759.71271    21480868    4    0.000400    0.000408    3.335400    0.000000
 787.272    5.28    1761.83984    21506834    19    0.001600    0.001602    -0.149100    0.000000
 1920.464    8.54    1767.05217    21570461    6    0.000500    0.000507    3.396200    0.000000
 1245.113    3.75    1769.03512    21594667    37    0.003100    0.003101    1.941200    0.000000
 111.665    5.20    1774.03281    21655674    12    0.001000    0.001003    1.503800    0.000000
 1383.739    7.42    1775.90272    21678500    14    0.001200    0.001203    -3.843100    0.000000
 647.090    6.92    1780.75804    21737769    19    0.001600    0.001602    3.372200    0.000000
 720.174    5.88    1783.92359    21776411    31    0.002600    0.002601    -2.748300    0.000000
 820.057    4.91    1787.38389    21818651    28    0.002300    0.002301    -0.275700    0.000000
 1722.580    3.68    1790.80135    21860368    26    0.002200    0.002202    -0.550300    0.000000
 224.144    9.89    1793.98894    21899279    4    0.000400    0.000408    0.808300    0.000000
 559.428    4.30    1795.96648    21923419    31    0.002600    0.002601    -1.370000    0.000000
 1854.328    3.00    1799.78822    21970071    135    0.011100    0.011100    -0.014900    0.000000
 1529.259    6.37    1803.64206    22017115    14    0.001200    0.001203    3.058500    0.000000
 1012.252    4.71    1809.85995    22093017    28    0.002300    0.002301    3.910200    0.000000
 245.824    8.46    1813.78826    22140970    7    0.000600    0.000606    3.156500    0.000000
 1293.120    7.05    1818.21424    22194998    6    0.000500    0.000507    -0.460000    0.000000
 1740.867    4.47    1823.39944    22258294    25    0.002100    0.002102    3.363100    0.000000
 772.967    11.03    1827.02113    22302504    2    0.000200    0.000216    -2.572300    0.000000
 255.160    9.00    1828.60906    22321888    4    0.000400    0.000408    -1.568200    0.000000
 256.492    6.86    1830.30440    22342583    18    0.001500    0.001502    -3.397000    0.000000
 854.365    2.70    1831.72481    22359922    85    0.007000    0.007000    -1.760100    0.000000
 542.029    5.09    1833.78108    22385023    35    0.002900    0.002901    2.728300    0.000000
 562.043    9.78    1837.10925    22425650    7    0.000600    0.000606    -3.520600    0.000000
 1103.774    6.34    1843.49647    22503619    21    0.001800    0.001802    -3.437400    0.000000
 1145.109    3.30    1846.31116    22537978    58    0.004800    0.004801    -2.561300    0.000000
 366.061    7.48    1850.45033    22588505    8    0.000700    0.000705    -1.574400    0.000000
 639.690    6.69    1851.28952    22598749    13    0.001100    0.001103    -0.202300    0.000000
 1496.839    3.73    1854.18146    22634051    30    0.002500    0.002501    2.853500    0.000000
 781.141    2.93    1860.52198    22711450    41    0.003400    0.003401    1.429100    0.000000
 83.529    5.83    1861.97393    22729174    14    0.001200    0.001203    1.188000    0.000000
 272.551    5.34    1863.27376    22745041    24    0.002000    0.002002    -1.549300    0.000000
 1685.038    3.44    1864.98269    22765902    37    0.003100    0.003101    0.875200    0.000000
 691.114    6.47    1870.53605    22833692    7    0.000600    0.000606    0.844500    0.000000
 1093.405    12.83    1874.33370    22880050    2    0.000200    0.000216    -3.255600    0.000000
 1649.169    9.37    1880.87837    22959941    7    0.000600    0.000606    1.349400    0.000000
 563.777    10.93    1883.94963    22997432    4    0.000400    0.000408    2.798600    0.000000
 924.422    8.55    1886.47260    23028230    8    0.000700    0.000705    -3.087500    0.000000
 553.309    14.56    1889.29622    23062698    2    0.000200    0.000216    -3.069000    0.000000
 1076.523    3.84    1894.75185    23129295    25    0.002100    0.002102    -1.141300    0.000000
 128.090    5.10    1896.97712    23156459    29    0.002400    0.002401    2.624300    0.000000
 636.565    5.88    1898.64075    23176767    12    0.001000    0.001003    -3.735100    0.000000
 542.742    15.08    1901.01144    23205706    2    0.000200    0.000216    -3.034700    0.000000
 1720.662    6.62    1905.56881    23261338    19    0.001600    0.001602    -3.368400    0.000000
 1765.132    4.85    1910.36375    23319870    21    0.001800    0.001802    -2.128700    0.000000
 1499.881    9.56    1916.45901    23394275    6    0.000500    0.000507    3.892800    0.000000
 708.888    6.46    1919.82363    23435347    15    0.001300    0.001303    1.428900    0.000000
 
